group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
multi miller with semi-prepared g2,,,,,54103404.0,ns,23
multi miller with semi-prepared g2,,,,,50279433.0,ns,23
multi miller with semi-prepared g2,,,,,50799943.0,ns,23
multi miller with semi-prepared g2,,,,,50839314.0,ns,23
multi miller with semi-prepared g2,,,,,50467925.0,ns,23
multi miller with semi-prepared g2,,,,,50689000.0,ns,23
multi miller with semi-prepared g2,,,,,50282855.0,ns,23
multi miller with semi-prepared g2,,,,,57666049.0,ns,23
multi miller with semi-prepared g2,,,,,56134622.0,ns,23
multi miller with semi-prepared g2,,,,,59027270.0,ns,23
multi miller with semi-prepared g2,,,,,58280165.0,ns,23
multi miller with semi-prepared g2,,,,,58245539.0,ns,23
multi miller with semi-prepared g2,,,,,58656321.0,ns,23
multi miller with semi-prepared g2,,,,,58382317.0,ns,23
multi miller with semi-prepared g2,,,,,58432570.0,ns,23
multi miller with semi-prepared g2,,,,,51595093.0,ns,23
multi miller with semi-prepared g2,,,,,51099483.0,ns,23
multi miller with semi-prepared g2,,,,,52042346.0,ns,23
multi miller with semi-prepared g2,,,,,51267824.0,ns,23
multi miller with semi-prepared g2,,,,,51606315.0,ns,23
multi miller with semi-prepared g2,,,,,49347072.0,ns,23
multi miller with semi-prepared g2,,,,,48947958.0,ns,23
multi miller with semi-prepared g2,,,,,56967219.0,ns,23
multi miller with semi-prepared g2,,,,,59311764.0,ns,23
multi miller with semi-prepared g2,,,,,57112110.0,ns,23
multi miller with semi-prepared g2,,,,,58951793.0,ns,23
multi miller with semi-prepared g2,,,,,56461801.0,ns,23
multi miller with semi-prepared g2,,,,,50694507.0,ns,23
multi miller with semi-prepared g2,,,,,49509995.0,ns,23
multi miller with semi-prepared g2,,,,,50461739.0,ns,23
multi miller with semi-prepared g2,,,,,49680823.0,ns,23
multi miller with semi-prepared g2,,,,,50171502.0,ns,23
multi miller with semi-prepared g2,,,,,50605828.0,ns,23
multi miller with semi-prepared g2,,,,,59518636.0,ns,23
multi miller with semi-prepared g2,,,,,58771446.0,ns,23
multi miller with semi-prepared g2,,,,,58931963.0,ns,23
multi miller with semi-prepared g2,,,,,59192351.0,ns,23
multi miller with semi-prepared g2,,,,,58233854.0,ns,23
multi miller with semi-prepared g2,,,,,53060814.0,ns,23
multi miller with semi-prepared g2,,,,,51421166.0,ns,23
multi miller with semi-prepared g2,,,,,49319485.0,ns,23
multi miller with semi-prepared g2,,,,,49469066.0,ns,23
multi miller with semi-prepared g2,,,,,52925378.0,ns,23
multi miller with semi-prepared g2,,,,,49963393.0,ns,23
multi miller with semi-prepared g2,,,,,49757060.0,ns,23
multi miller with semi-prepared g2,,,,,53782547.0,ns,23
multi miller with semi-prepared g2,,,,,60129495.0,ns,23
multi miller with semi-prepared g2,,,,,56403105.0,ns,23
multi miller with semi-prepared g2,,,,,58154899.0,ns,23
multi miller with semi-prepared g2,,,,,50708858.0,ns,23
multi miller with semi-prepared g2,,,,,50157135.0,ns,23
multi miller with semi-prepared g2,,,,,49240914.0,ns,23
multi miller with semi-prepared g2,,,,,50070581.0,ns,23
multi miller with semi-prepared g2,,,,,50046077.0,ns,23
multi miller with semi-prepared g2,,,,,49365677.0,ns,23
multi miller with semi-prepared g2,,,,,52011461.0,ns,23
multi miller with semi-prepared g2,,,,,51252006.0,ns,23
multi miller with semi-prepared g2,,,,,49335008.0,ns,23
